person_name,Time,Comments,Language
@pradeepkumar-it7zn,2 weeks ago,use ram mandir instead ram temple,en
@tapasyapundir8555,2 weeks ago,interesting still shamelessso disgusting,en
@amitvajpayee3036,2 weeks ago,ramayana aur rama ram please pronounce correct name wise indiaya todeya understood,en
@sachinchache6966,2 weeks ago,jai shree ram,en
@ashabhardwaj3906,2 weeks ago,,en
@ashabhardwaj3906,2 weeks ago,,en
@Ctzn9445,2 weeks ago,king modi bharat bhagya vidhata,en
@bangtunbabes721,7 days ago,jesus winspagan hinduism god failsfairy tale suit hinduism,en
@danvin4620,3 days ago (edited),bangtunbabes end jesus died,en
@Uservfg6njk0679,1 day ago,bangtunbabes go preach fairytale somewhere else,en
@bangtunbabes721,1 day ago,uservfgnjk idiot real fairytale hinduismpagan stone,en
@bangtunbabes721,1 day ago,danvin real clown hindu,en
@harshroy45,2 weeks ago,english temple please watch hindi channel comfortable,en
@harshroy45,2 weeks ago,rama sanskrit wording learn commenting,en
@amitvajpayee3036,2 weeks ago (edited),harshroy rama ramh aur ramaah,en
@harshroy45,2 weeks ago,amitvajpayee ruup nahi bhai rama sanskrit ki english wording hai reporter english bol rahi hai,en
@amitvajpayee3036,2 weeks ago,harshroy bhai ramh bolo amita bolege,en
@sriaurobindovedre8703,2 weeks ago,proud indian,en
@jaharchakraborty3965,2 weeks ago,beautifully explained joy sri ram,en
@cookinghouse5784,2 weeks ago,hidden mosque ram temple,en
@kotis2021,2 weeks ago,jai sri ram jai sri ram jai sri ram,en
@pranjultayal3271,2 weeks ago,best video found sri ram temple,en
@jysenme106,2 weeks ago,january jai sri ram,en
@vinayaklkulkarni1893,2 weeks ago,nicely done documentary thank collecting sharing information,en
@AnuragKumar-tr2on,2 weeks ago,uttar pradesh wale hinduwo apani population badawo bacche paida karo coror population badawo uttar pradesh,en
@diyac9554,2 weeks ago,watching seattle getting goosebump watching excited thank beautiful coveragejai shri ram,en
@user-id8uv5yj4r,2 weeks ago,,en
@ChhathuBaitha-wz1iu,2 weeks ago,jay ram,en
@HiteshAdventure,2 weeks ago,worldwide survey done ask waitingor another example godi medium bullshit,en
@shreyakaushik5319,2 weeks ago,epic history,en
@Tejashwirana,2 weeks ago,jai sita ram jai nepal,en
@ravip9891,2 weeks ago,indian politician willing attend prarambhotsv historical blunder jai sriram,en
@pralhadpatil9808,2 weeks ago,please ask ur conews anchor rajdeep rahul kanvar learn lord rama yesterday rahul kanvar interviewing lakshadweep authority tried insult person possible possible deshprem seekho apanaavo,en
@skyyaduvanshi9240,2 weeks ago,jay shree ram,en
@ganeshkrishnamoorthy1932,2 weeks ago,great,en
@veerendrapalsinghrathore1384,2 weeks ago,guy living history,en
@SrimanArcharyaJBC,2 weeks ago,,en
@ARNAV-bw6qq,2 weeks ago,,en
@harshroy45,2 weeks ago,agreed tell problem give hate understand hate either brainwashed hindu bhimta muslim,en
@ARNAV-bw6qq,2 weeks ago,harshroyhe coverted rice bag,en
@saralgupta4479,2 weeks ago,hindu nation world hindustan also nepal christian missionary islamic mostly attack hinduism since decade happened lot issue cant success mother land hindustan punya bhoomi hindu god lot done congress party divide rule community last gain hinduism ideology hero sri ramachandra prabhu king rama ji birth place issue hindustan hindu fought led life today hindu nation world lot happy temple inauguration voice common mad hindu man,en
@saralgupta4479,2 weeks ago,jai siya ramchandra ki jai prabhu sri rama mandir huge heritage hindustan due political stunt various political party sri ramachandra prabhus karyaa stopped since decade broad footed hardwork modi ji yogi ji support hindu people bjp success mandir ayodhya dham,en
@venkatanarasimhaamudalapal8758,2 weeks ago,jai narendra modi ji supar,en
@poornimaantani6827,2 weeks ago,ramayan ramayana please,en
@prashanthambati5226,2 weeks ago,foreign national dressed indian culture indian anchor dressed culture even stood politely obediently forget dress didnt even removed hand,en
@annbualaganchengottayan902,2 weeks ago,jai ram,en
@kalpeshborse1831,2 weeks ago,jay shri ram,en
@indo-bangla9365,2 weeks ago,joy sree ram,en
@AJplayz297,2 weeks ago,mullo ki ghaand phati hai,en
@rakshapaswan9517,2 weeks ago,,en
@a.srivastava944,2 weeks ago,,en
@CHICHINICHA,2 weeks ago,,en
@raxapatel757,2 weeks ago,ram ram ji,en
@lifechangingopportunity5724,2 weeks ago,jai shree mahakal,en
@lifechangingopportunity5724,2 weeks ago,jai shree ram,en
@SheroShayariAurPoetry,2 weeks ago,,en
@micklepanwar,2 weeks ago,jai jai shree ram,en
@rajatverma360,2 weeks ago,jai siya ram ji,en
@gouravdutta9274,2 weeks ago,jai shri ram,en
@JitendraKumar-rb6rp,2 weeks ago,jai shree ram,en
@harshroy45,2 weeks ago,sanskrit wording,en
@harshroy45,2 weeks ago,bhai sab uneducated waloh ki aur kuch hi educated waloh ki,en
@brownboy8940,2 weeks ago,ytsmavericks,en
@Artistvai,2 weeks ago,jai shree ram,en
@shankarkrishnaniyer3383,2 weeks ago,thanks beautiful commentary,en
@rangasamyk7919,2 weeks ago,,en
@FarmingOnTerrace,2 weeks ago,humble request kindly call shree ram temple instead ram temple jai sri ram,en
@sanjaybhandiye3494,2 weeks ago,well described thanks lot jay shree ram,en
@hunk-dp7gz,2 weeks ago,im grew guyana visited sri ram janmabhoomi november plan visit completed temple november,en
@meenanair3747,2 weeks ago,jai siaram hare ram hare ram ram ram hare hare hare krishna hare krishna krishna krishna hare hare bharath matha ki jai,en
@venkatesanr2152,2 weeks ago,jai shree ram jai shree ram jai shree ram jai shree ram jai shree ram jai shree ram jai shree ram jai shree ram jai shree ram jai shree ram jai shree ram,en
@luvvcnn,2 weeks ago,beautiful,en
@luvvcnn,2 weeks ago,ive heard consecration ceremony ram mandir india temple city ayodhya january set livestreamed iconic time square new york city united state per medium report,en
@GhoAchi,2 weeks ago,,en
@LaxmidharBiswal-gq8fl,2 weeks ago,jay shree ram,en
@user-kn3gj1qd6h,2 weeks ago,veri good,en
@ChowsengKanmai,2 weeks ago,har har har mahadev,en
@anilbhatt49,2 weeks ago,jay jay shree raam,en
@journey_2112,2 weeks ago (edited),really religious happy born eastern religion offer spirituality western theocratic religion happy hindu fighting culture existence hinduism oldest religion still standing strong despite obstacle many religion perished hinduism remained strong thats history proud,en
@Harinathreddy999,2 weeks ago,hinduism go global,en
@Harinathreddy999,2 weeks ago,ayodhya ram mandir name place emotion,en
@sonumhaske4311,2 weeks ago,ram,en
@luckyducky2589,9 days ago,jai shri ram brother,en
@bangtunbabes721,7 days ago,jesus win ram fails,en
@danvin4620,3 days ago,bangtunbabes kg rice,en
@bangtunbabes721,3 days ago,danvin poopy pootani pooping beach,en
@bangtunbabes721,3 days ago,danvin patience waningis entertainingmy patience waningis entertainingyayee yayeeyo jesus winstheres magic bone,en
@bangtunbabes721,3 days ago,danvin magic bone beef ricefacti dont even like riceok,en
@danvin4620,3 days ago,bangtunbabes jesus,en
@danvin4620,3 days ago,bangtunbabes jesus selling kg rice chrishtmas kerala,en
@danvin4620,3 days ago,bangtunbabes jesus tried hard convert people end doesnt even matter cause jesus died,en
@bangtunbabes721,3 days ago,danvin oh sad pooptanijesus gave beef toodont forget,en
@bangtunbabes721,3 days ago,danvin real clown mocking legend,en
@bangtunbabes721,3 days ago,danvin jesus diedthen jesus still living every countryjesus universaliconicwhat pagan stonescant survive even india,en
@danvin4620,3 days ago,bangtunbabes legend guess u went far,en
@danvin4620,3 days ago,bangtunbabes jesus knew useless people like u,en
@bangtunbabes721,3 days ago,danvin poopy pootaniyour real clown,en
@bangtunbabes721,3 days ago,danvin dog bark lion,en
@danvin4620,3 days ago,bangtunbabes stupid way say jesus tell u,en
@bangtunbabes721,3 days ago,danvin real stupidcry cry cornerjesus pagan stonesjesus win,en
@bangtunbabes721,3 days ago,danvin real clown hindusclowns never talk legend,en
@rohanisingh2983,3 days ago,bangtunbabesthe simple fact feel need demean another religion show insecurity weakness belief,en
@bangtunbabes721,1 day ago,rohanisingh indian hindu really weakalways depends country,en
@bangtunbabes721,1 day ago,rohanisingh people blind polytheist believing pagan stone,en
@deshmaa1177,1 day ago,danvin amen jesus alive even mouth unbeliever jesus love come repent sin free chain guilt sin,en
@sonumhaske4311,2 weeks ago,,en
@user-ug8ii1fo2k,2 weeks ago,jai shree ram,en
@shyamsumansinghAdvocate,2 weeks ago,beautiful,en
@anilrao613,2 weeks ago,shree ram reincarnation mahavishnu avatar please understand subject discussing cannot expect better hostess india today,en
@PS-eu2lb,2 weeks ago,fir vo hi literature bolne lagi history india decolonization mei part lekr apna bhi dimag saaf kriye ye ramyana kya hai ramayan,en
@patelsachinn,2 weeks ago,jai shree ram,en
@aashu941,2 weeks ago,jay siya ramlove nepal finally millennium old vedic civilization got respectlove nepal,en
@shrimirdha4030,2 weeks ago,appearance lord rama bring together whole world,en
@ravisubramaniyan7936,2 weeks ago,ayodhya inauguration simply possible sri ram bhakths led sri jai anuman ji version namely shri nmodi ji long live shri modiji,en
@bangsarster,2 weeks ago,lord back wood rightful place jai shree ram,en
@rajadebnath2268,2 weeks ago,got goosebump way end literally tear joy,en
@Ankurkmr7,2 weeks ago,nice presentation,en
@paidinaidubutu3607,2 weeks ago,jai shree ram,en
@TheRoaringTales,2 weeks ago,journalist one hand pocket talking monk camera either he well versed basic etiquette body language guess need humble body language good journalist,en
@manishbanerjee9374,2 weeks ago,jai shree ram proud indian able leadership modiji jai hind jai bharat,en
@vikramfrombajrang7067,2 weeks ago,world waiting sir r bjp waiting without lk advani ji use ram temple,en
@RLP90Gdpy-qv8jt,2 weeks ago (edited),ramayan fake story copy buddhist jatak katha jatak katha imaginary story real history many indian brahamins people claim ram krishna hindu god actually ram krishna part buddhist jatak story jatak story imaginary story,en
@gopalraonadupuru5921,2 weeks ago,jai ho sanatha dharma,en
@seethemovingart,2 weeks ago,well compiled presented jai shree ram,en
@user-dg4qd3xm8j,2 weeks ago,nice,en
@harshroy45,2 weeks ago,true,en
@harshroy45,2 weeks ago,jai shree ram,en
@harshroy45,2 weeks ago,usedo know bhimte highly would boost economy hated bjp try see really worked maybe stop getting brainwashed understand,en
@danvin4620,3 days ago,breaking news ram mandir going demolish vikram madarasa told waiting,en
@harshroy45,3 days ago,danvin,en
@rmt7833,2 weeks ago,buddhist thailand dont follow jatak katha real ramayanaif jatak katha original ramayana jatayu ravana hanuman,en
@RLP90Gdpy-qv8jt,2 weeks ago,hanuman copy chinese jatak story buddhist country different ramayan story,en
@harshroy45,2 weeks ago,rlpgdpyqvjtwow never thought idiot go wrong way,en
@lxvi-2261,2 weeks ago,let clown get circus,en
@SamarendraPatra,2 weeks ago,please address sri rama proper use word,en
@palanisamyp.s.6752,2 weeks ago,ram attracted everyone ram mandir also attract jai sri ram,en
@seshagirivemuri6503,2 weeks ago,ramanand sagar ramayana epic telecast ott platform across world country dubbed local languageto showcase story different country cant appreciate occasion without knowing epic,en
@shivanagoudapatil913,2 weeks ago,im blessed alive watch came anjanadri birth place lord hanuman jai shree ram,en
@sangisharao7764,2 weeks ago,hindu bi cott congress party indiadont vote election congress party,en
@dudhpitabacha8396,2 weeks ago,asli homecoming ya hain,en
@beatalert123,2 weeks ago,jai shree ram,en
@OMARTAKE,2 weeks ago,whats point temple people gonna,en
@klsingh2867,2 weeks ago,jai shree ram,en
@krakatau123,2 weeks ago,beautiful uplifting video thank spreading positivity,en
@viditsaxena904,2 weeks ago (edited),ramayan mahabharat fact epicsit glorious history ancestor,en
@omashankar8290,2 weeks ago,kalnemi chanting ram nambeware hindu english speaking rascal taught instead demanding ram temple janamsthan satisfied hospital university place birth bhagwan ram,en
@Kanukantis,2 weeks ago,jai hind jai bharathandpinkwavinghandpinkwavinghandpinkwavinghandpinkwavinghandpinkwavinghandpinkwaving,en
@poojasingh370,2 weeks ago,thanks good anylisis well researchedlike thats researching narrating mandir history n bhakti katha n sacrifice saint n people,en
@rohitsharma-ps1sf,2 weeks ago,ab ko crime kam karne pe bhi kaam karna chahiye,en
@underwearundertaker,2 weeks ago,jai jai shri ram,en
@sukhenduchoudhury6813,2 weeks ago,good topic,en
@spiritualharmony3152,2 weeks ago,used skip question pertaining exam,en
@poojaacharya2568,2 weeks ago,jai bharat jai modiji,en
@prithvik906,2 weeks ago,jai shree ram,en
@danvin4620,3 days ago,,en
@harshroy45,2 weeks ago,soya thawo toh chal hi raha hai,en
@rohitsharma-ps1sf,2 weeks ago,harshroy kahan chal raha ha abhi bjp ke ladko ne bhu ki ladki ka gangrape kiya ha aur mahine lag gye unko arrest karne mein,en
@srivinay7390,2 weeks ago,,en
@lakshanmahato128,2 weeks ago,ram ram,en
@sk_p64898,2 weeks ago,excellent presentation congratulation,en
@vassanramracha1330,2 weeks ago,trinidad guyana suriname ram festival invited,en
@TheAayush17,2 weeks ago,ram incarnation lord vishnu incarnation lord vishnu,en
@abhianusaeesoman4182,2 weeks ago (edited),prabhu shree ram personality reflected struggle mandir reason hindu waited mind hindu life inspired hindu know essence time limited influence hindu wait right time imagine personality reflection personality next struggle unfold,en
@indram5384,2 weeks ago,wow didnt know good know history india history beautiful jai shree rama,en
@JayShriRam2947,2 weeks ago,jay sita ram,en
@FreeBijlee,2 weeks ago,shayad ithaas mein peheli baar praja ne apne raja ko nyae dilane ke liye sangharsh kiya hai mere ram kshama karna bahut samay laga diya hum ne,en
@manishbhardwaj5371,2 weeks ago,highly informative great,en
@sajaldatta6991,2 weeks ago,jai shri ram,en
@jai-sc9he,2 weeks ago,thailand people connected ahom king assam jai,en
@rameshbhaipatel9639,2 weeks ago,bahen good speaker english nice presentation,en
@karthikvlogs456,2 weeks ago,well documented india today thanks ton showing ua many country amd people supporting waiting part ram mandir vigraha pratishtapana,en
@sivagamisomasundaram2238,2 weeks ago,,en
@souravjoshi85432,2 weeks ago,hindu ekta jindabad,en
@surajdip3621,2 weeks ago (edited),korean hate hindnusindians recently viraling utube,en
@prasanthkalidindi2935,2 weeks ago,jai shri ram jai modi jai bjp jai bharath jai santhana dharma proud hindhu proud indian,en
@bossb7611,2 weeks ago,world sangis,en
@HareKrishnaHareRama101,2 weeks ago,hinduism world iskcon devotes bap yogananda rama krishna devotee alls round world deserved get special ticket fare facility visit ayodhya temple open ceremony show power hinduism world,en
@mayankindian3750,11 days ago,hm brother,en
@Ram_raj_108,2 weeks ago,jai shiya ram,en
@HariVenkatesh-mn7cq,2 weeks ago,,en
@sitakalidien3478,2 weeks ago,jai shree ram,en
@CoolVibes_007,2 weeks ago,great video made let tell lord ram blood still alive family ramji living rajasthan current time,en
@GuruOfRandoms,2 weeks ago,jai shriram,en
@jakkularamachandramurthy4833,2 weeks ago,jai sitaram hanuman,en
@rambhavan5135,2 weeks ago,veyrigood,en
@user-bg2xr2rq3q,2 weeks ago,jai shree ram,en
@rambhavan5135,2 weeks ago,goodkoriatoayodhya,en
@rambhavan5135,2 weeks ago,,en
@rambhavan5135,2 weeks ago,,en
@rambhavan5135,2 weeks ago,good,en
@jagatjitdalei-vp7lr,2 weeks ago,good presentation,en
@MeuAstral83,2 weeks ago,sou brasileira convertida ao hindusmo e certamente irei visitar esse templo lindo divino e majestoso har har mahadev,en
@sharadmande2810,2 weeks ago,,en
@sharadmande2810,2 weeks ago,,en
@arundas4109,2 weeks ago,jay shree ram,en
@manoharsharma6783,2 weeks ago,,en
@rajendrabusa6970,2 weeks ago,proud sanathani,en
@RajanSonia2010,2 weeks ago,generation left world waiting beautiful occasion,en
@kunwarbhajshankarraghuvans3300,2 weeks ago,welcome,en
@karthikvlogs456,2 weeks ago,may safe happy journey hello fellow hindu india,en
@sajaldatta6991,2 weeks ago,dont convert follow footstep jai shri ram hara hara mahadev,en
@MilkMocha56,2 weeks ago (edited),sajaldatta plz refrain making ignorent comment like dont convert hinduism dont conversion need hour stop madly polite ignorent end saying dont convert welcome,en
@RAJ-is-Here,2 weeks ago,welcome,en
@sara_s593,2 weeks ago,welcome bro,en
@vidhanbhardwaj5863,2 weeks ago,hope find peace,en
@amazingVlogs240,2 weeks ago,milkmochano concept conversion sanatn dhrm,en
@muhammadsuleman9328,2 weeks ago,hindu god like monky donky snake cow mose elephant many,en
@luvvcnn,2 weeks ago,god bless,en
@swapnilmishra3537,2 weeks ago,sajaldattar u fool,en
@aajay4713,2 weeks ago,,en
@dhirajsarker906,2 weeks ago,welcome,en
@ashabhardwaj3906,2 weeks ago,welcome,en
@dhirajsarker906,2 weeks ago,sajaldatta dont talk rubbish welcome,en
@gauravchaturvedi6080,2 weeks ago,dont speak listen keep listening seal ur mouthsajaldatta,en
@gauravchaturvedi6080,2 weeks ago,amazingvlogsno need speak also early men didnt know languageso stop speaking,en
@jamesbond4045,13 days ago,literally ayodhya mean place fight synonymous justice peace wheather one like hinduism universal value forever sustainable desirable welcome ayodhya ayodhya belongs like peace justice,en
@dhirajsarker906,13 days ago,jamesbond ram ji symbol love mankind peace harmony jay shree ram,en
@albertjoseph9684,11 days ago,caste belong,en
@arjun-iv4wr,10 days ago,vasudeva kudumbamalbertjoseph,en
@Rajputana.satha84,10 days ago,har har mahadev big brother,en
@Baap_E_allah,10 days ago,wtf linduismo know santana,en
@sicmesicme2360,10 days ago,welcome brother,en
@jamesbond4045,9 days ago,albertjoseph caste mean lineage nothing culture belief,en
@myopvi6038,7 days ago,bemvindo irmo espero que como um hindu sanatani voc ainda esteja seguindo melhor de sua f religio passada e veja divino em tudo como n hindu sanatani fomos ensinados subconscientemente desde infncia boa sorte,en
@randomvideos979,7 days ago,muhammadsuleman still better giving halala hoor triple talaq wife beating circumcision terrorism extremism etc,en
@user-ki2ft6ot6v,7 days ago,sajaldattaomm namashivaya,en
@Villivakkam,7 days ago,welcome come darshan lord rama get blessing come many time please jai shrirama,en
@bangtunbabes721,7 days ago,real god jesus winsfake hinduism pagan god stone fails,en
@MeuAstral83,7 days ago (edited),bangtunbabes seu deus foi humilhado espancado e morto se voc est confiante que seu deus real voc faz que aqui por que est incomodado importa em quem voc acredita ma voc se importou em quem eu acredito eu troco lord shiva que forte e guerreiro por nenhum fracassado sua religio verdadeira que sempre usou da forum e violncia para prevalecer e sua insegurana justamente por isso har har mahadev,en
@bangtunbabes721,7 days ago,meuastral cry cornerjesus win,en
@MeuAstral83,7 days ago (edited),bangtunbabes quem est chorando voc eu tenho nenhum problema sobre quem voc acredita voc insignificante para mim voc precisa de ajuda piscicologica poi voc sofre com crena de algum que voc conhece busque ajuda de um psiquiatra,en
@Crpto1408,6 days ago (edited),welcome also subscribed youtube channel best,en
@MeuAstral83,6 days ago,crpto namast hindu brother har har mahadev,en
@tintunbirha,5 days ago,jai siya ram,en
@MsHSpring,2 days ago,goosebump,en
@MsHSpring,2 days ago,bangtunbabeshe india age till age normal boy till start teen went missing start teen till thats nothing mentioned life b book year cause fame come india healing power power common india power thousand rishis sage learned guy welcome,en
@tintunbirha,2 days ago,bangtunbabes jesus obtained spiritual knowledge skill kashmir tibet sage buddhist monk rishis india time faced truth,en
@MsHSpring,2 days ago,tintunbirhayes thats life mentioned bible,en
@bangtunbabes721,1 day ago,tintunbirha dream like thatjesus never came shit india,en
@bangtunbabes721,1 day ago (edited),mshspring jesus human prophethe,en
@bangtunbabes721,1 day ago,tintunbirha keep lie,en
@bangtunbabes721,1 day ago,cry cornerjesus never fails,en
@MeuAstral83,1 day ago (edited),bangtunbabes vai procurar um psiquiatra eu sinto compaixo por voc ser um jovem amargo fantico e louco vai cuidar da sua vida jovem jesus se salvou nem de pregos imagina se ele vai te salvar da sua insanidade mental vai tratar sua mente doente limpa seu corao aqui somente quem chora voc chora pelas escolhas de pessoas que voc conhece chora pela f de pessoas que se importam com sua f busque tratamento psicolgico enquanto h tempo seu caso preocupante voc idolatra muita gente retardada poi quem gosta de kpop gente retardada isso explica sua frustrao,en
@sanarjunmazumder8662,2 weeks ago,joy shree ram,en
@narupatel434,2 weeks ago,,en
@archanakrishnaprium6166,2 weeks ago,jaijaijai sri ram,en
@realBR22_Cric,2 weeks ago,mandir temple,en
@sureshuniverse3339,2 weeks ago (edited),ramayan epic mythology jai shree ram,en
@ajayk1432,2 weeks ago,remember south asian connect hinduism strongly due cholas ardent devotee lord mahadev well lord vishnu,en
@my_world2,2 weeks ago,ram shree ram,en
@ROHIT_UTUBE_KA_HERO,2 weeks ago,jai shree ram,en
@123Amma,2 weeks ago,,en
@ashokchablani984,2 weeks ago,thanks video,en
@rohitverma-ef4vw,2 weeks ago,jai shri ram,en
@sujoytarafdar6300,2 weeks ago,important focus bharat growth neglected khangress wanted u keep u poor vote bank bjp next year,en
@sandycram,2 weeks ago,feel whole human blood line hindu ppl got motivated converted long back jst like ppl r even converting thier gender,en
@agentravi00007,2 weeks ago,jai shree ram,en
@Shailu5956,2 weeks ago,superb,en
@asimkumarmanna9853,2 weeks ago,thank supporting bharat welcome country visit enjoy many good thing visit temple get peace mind,en
@lotus7089,2 weeks ago,wish reporting done hindi tooand indian lamguages,en
@veerareddylevaka9266,2 weeks ago,good information world nation regarding ayodhya lord ramajaibharath jaihind,en
@motoheads1268,2 weeks ago,wonder compare ancient temple,en
@minalparmar3523,2 weeks ago,vatican temple mosqu mecca temple church pavan ayodhya sacred river saryu masjid mohammad abdulla aquarium make saryu dirty aquarium need constant cleaning fish die fall ill disposed water uae ocean cleaning acceptable aquarium cleaning sacred saryu unacceptable make saryu water dirty yamuna already please ban masjid mohammad abdulla built bharat varsh suitable mecca medium unsuitable bharat varah aryavata characteristic maryada purushotam shree raam match sexually liberated mohammad abdulla characteristic moral value quran stand platform ramayan globe largest quran ayodhya globe largest ramayan established,en
@jollygroup1757,2 weeks ago (edited),visitor country rest house around ayodhaya countryman relax feel homely godavtars belong,en
@venga112233,2 weeks ago,nice coverage,en
@shivay.8098,2 weeks ago,ramayan mahabharat myth fiction literally history bharat,en
@sreekanths1817,2 weeks ago,still remember slogan kasam ram ki kaathe hai hum mandir vahii banayenge,en
@sreekanths1817,2 weeks ago,ayodhya,en
@WildDaisy-vi3fy,2 weeks ago (edited),bharatiya hindu welcome every hindu every country also others interested nepal srilanka thailand mauritius indonesia south korea ghana russia combodia usa china bangladesh,en
@sampathkumartamilnadu8196,2 weeks ago,jay shri ram,en
@tanmoykarmakar9474,2 weeks ago,great message joy sri ram,en
@samratvikramaditya9223,2 weeks ago,dear sister ramayan mahabharat epic sanatan history verified even astronomical source,en
@pitambararyan7671,2 weeks ago,valmiki ramayan ram setu guiding spirit national character,en
@user-zg6ss6df9g,2 weeks ago,suriname thanks info,en
@bikramsahu8720,2 weeks ago,jai shree ram jai bharatvarsh jai hind proud hindu,en
@rathorelion1,2 weeks ago,,en
@ankitxx,2 weeks ago,loved video presentation,en
@IlamSinghRana,2 weeks ago,madam speaking english wonderfull,en
@user-yw6yb3dz7c,2 weeks ago,jai sri ram happy withness event life time blessed jai sri krishna,en
@user-id8uv5yj4r,2 weeks ago,om jay saree ram,en
@user-id8uv5yj4r,2 weeks ago,om jay saree sidha sanatan dharm mahan karodo var ka ha jisme janm denari maa janm bhomi ko maa darja dete ha pujate ha ben beti ko pujate ha pasu janvar ko pujte ha kohi nirdos pasu janvar ko nahi marte na kat te na ona ka ma go gandgi nahi khate hai puthvi ki har pskuti ko pujate ha,en
@mr.perfect6278,2 weeks ago,ram temple nhi sri ram temple bolo padh likh bhi bolnai nhi ata,en
@pawannarang743,2 weeks ago,,en
@rajanikant4683,2 weeks ago,,en
@parasmishra2252,2 weeks ago,jai shri ram,en
@thewill74,2 weeks ago,,en
@till2035,2 weeks ago,,en
@gururajgampa7357,2 weeks ago,jai shree ram,en
@user-pz1kr9ow2f,2 weeks ago,indian muslim,en
@till2035,2 weeks ago,love indonesia,en
@suchanadas2991,2 weeks ago,jay radha krishna nagar jay radha govindho jay lokkhi sotto narayan jay sita ram hare krishna hare ram jay radhe radhe jay radha rani jay gopal suna,en
@pearlblack6090,2 weeks ago,really nice video,en
@SaiHeart,2 weeks ago,awesome jai shree ram,en
@dewasantika9325,2 weeks ago,namaste hindu brother n sister around worldregard bali island indonesia,en
@ancienthinducivilian5905,2 weeks ago,world salute ram ram country politician hate lord rama use bad word ramayana even politician declare hindu really unable understand hindu vote,en
@user-fc1hl4tq9v,2 weeks ago,,en
@user-se3hf5jb2o,2 weeks ago,bhai kr diya ham apne desh se payar karte hai gay se sabse jyada bhai ko maa bolte hai hamara hekers bhut hi samart hai jaan dete hai apne desh ke liye hr pl indian,en
@rajr5952,2 weeks ago,ramayana tale story called itihasa mean history,en
@ashokprabhu8036,2 weeks ago,jai siyaraam jai hanumaan,en
@SayaOhn-mq3eq,2 weeks ago,unique analysislinked asian global thanks lot,en
@solblaze9533,2 weeks ago,maybe biggest biggest celebration history mankind,en
@skshorts70500,2 weeks ago,jhakas english,en
@user-py1mt1qs1t,2 weeks ago,celebration january nd going massive,en
@X1991A,2 weeks ago,thank,en
@X1991A,2 weeks ago,thank,en
@johnrambo9271,2 days ago,bali hindu island surrounded muslim indonesia hope never destroy hindu temple,en
@tylerdurden1705,2 days ago,jai shree ram,en
@Indianpoliticsexplainer,2 days ago,brother indonasia muslim like muslim subcontinent johnrambo,en
@Y_A_A_M__R_A_A_J-2.0,1 day ago,namaste,en
@AripiralaVyahruthi,2 weeks ago,think ad islamic king babur collapsed ram mandir onwards protesting till veen yr u get shri ram chandra prabhu mandir ram mandir,en
@VishnuAlappu-,2 weeks ago,,en
@vassidass5310,2 weeks ago,beautiful narrationam proud hindu sa definitely celebrate historic occasion fellow south african hindu much love good wish,en
@LabKumarRoy,2 weeks ago,jay sri ram,en
@rameshnaidu868,2 weeks ago,jai shri ram,en
@anandaenuganti3283,2 weeks ago,please refer ram bhagvan ram lord ram,en
@pranavvenkatachalam3593,2 weeks ago,enlightening video thank madam rohini venkatachalam,en
@ramakantprajapati8586,2 weeks ago,india ban english language speaking speak sanskrit,en
@thirumalairaj333,2 weeks ago,south korean connection ayukta current day ayodhya small kingdom called ayukta current day kanyakumari ram lnadu,en
@AshutoshDwivedi-le4ql,2 weeks ago,,en
@nmsaxena7736,2 weeks ago,great description jai ram blessed world generous helpful eliminate extremism plagued world jai sitaram,en
@vanajasvpr,2 weeks ago,jaishreeram ramrajya india modiji possible bjp glorified culture connecting globe significant monument built positivity great achievement spreading message world good rule peaceful life historic proud moment nd january bharatvasisayodhya sacred soil home ramram ram jaiseetha ram jairamjaisreeram jaibharat jaihindbharat mataki jai,en
@awanishranjan1814,2 weeks ago,jai shree ram jai hanuman,en
@binathakker9040,2 weeks ago,feel proud hindu pm bharat best loved pm world present may bharat protected always nepal close bharat open border policy pakistan also concern pakistan taking full advantage sending terror across via nepal jai hind jai shree ram,en
@sundarrajan7023,2 weeks ago,jai sreeram,en
@rahulpaliwal4447,2 weeks ago,soft power sanaatan dharm thats lord rama worshipped across world also show rich culture india jai hind jai shri ram unfortunately pakistan bangladesh afghanistan used part india suffering identity crisis result see condition,en
@mohansankar2262,2 weeks ago,one ancient epicits world ancient epic written script next one maha bharath epic later two great literature work,en
@sujitpaul1664,2 weeks ago,jai shree ram,en
@Anonymous-gw3ev,2 weeks ago,south korean welcomed,en
@vidhanvishwas8515,2 weeks ago,jai siya ram ram ji belongs everyone thanks lot,en
@atuljagtap5181,2 weeks ago,,en
@siwanian,2 weeks ago (edited),always important u save culture tradition invader govts since independence tried everything use sanatan culture vote return tried destroying root name secularism,en
@dulalmondal1357,2 weeks ago,jay siya ram,en
@dharmendrasingh8047,2 weeks ago,jo neele suar kahte hai shri ram aur krishn ko videsh koi nahi janta dekho,en
@sujatatyagi8044,2 weeks ago,jai shree ram,en
@eenigma1279,2 weeks ago,nice detailed narration,en
@user-ts7ye6kg2c,2 weeks ago,proud bjp narendra modi waited peacefully long ram coming back ayodhya bharat jai shree ram,en
@raghvendrasinghchandel5369,2 weeks ago,,en
@raghvendrasinghchandel5369,2 weeks ago,jay shri ram,en
@theabhishekofficial,2 weeks ago,said sanatan dharma hinduism,en
